h3,name,holc,access_min,access_km,street_m,access_src,access_snap_m,access_quality,inside_frac
8928308dc6fffff,Bella Vista at Hilltop NW 2,,57.8,4.62,1512.0,routed,59.0,network-estimate,1.0
8928308dc73ffff,Bella Vista at Hilltop W,,54.0,4.32,375.0,routed,106.0,approach-review,1.0
8928308dc77ffff,San Marcos Apartments E,,53.6,4.29,372.0,routed,59.0,network-estimate,1.0
8928308dc7bffff,Bella Vista at Hilltop,,51.9,4.15,1143.0,routed,133.0,approach-review,1.0
8928308dc83ffff,Heritage Park at Hilltop S 3,,30.3,2.42,1320.0,routed,47.0,network-estimate,1.0
8928308dc87ffff,Heritage Park at Hilltop SW 4,,30.8,2.46,1610.0,routed,46.0,network-estimate,1.0
8928308dc8bffff,Heritage Park at Hilltop S 2,,33.0,2.64,1743.0,routed,171.0,approach-review,1.0
8928308dc8fffff,Hilltop Park,,36.2,2.89,1703.0,routed,97.0,network-estimate,1.0
8928308dc93ffff,San Pablo NE 6,,24.5,1.96,1225.0,routed,111.0,approach-review,1.0
8928308dc97ffff,San Pablo NE 5,,25.8,2.06,558.0,routed,53.0,network-estimate,1.0
8928308dc9bffff,The Tides SW 5,,28.0,2.24,1242.0,routed,91.0,network-estimate,1.0
8928308dca3ffff,Heritage Park at Hilltop SW 3,,35.3,2.83,1200.0,routed,159.0,approach-review,1.0
8928308dca7ffff,San Marcos Apartments SW 5,,37.8,3.03,883.0,routed,154.0,approach-review,1.0
8928308dcabffff,Heritage Park at Hilltop W 2,,37.1,2.97,1197.0,routed,23.0,network-estimate,1.0
8928308dcafffff,San Marcos Apartments SW 3,,40.6,3.25,701.0,routed,163.0,approach-review,1.0
8928308dcb3ffff,Heritage Park at Hilltop SW 5,,29.1,2.33,953.0,routed,21.0,network-estimate,1.0
8928308dcb7ffff,San Marcos Apartments SW 7,,32.0,2.56,1328.0,routed,186.0,approach-review,1.0
8928308dcbbffff,Heritage Park at Hilltop SW 2,,42.4,3.39,1495.0,routed,30.0,network-estimate,1.0
8928308dcc3ffff,The Tides SW,,35.3,2.82,1993.0,routed,136.0,approach-review,1.0
8928308dcc7ffff,The Tides W 2,,36.5,2.92,1726.0,routed,35.0,network-estimate,1.0
8928308dccbffff,The Tides,,38.7,3.09,802.0,routed,55.0,network-estimate,1.0
8928308dccfffff,The Tides W,,37.6,3.01,1399.0,routed,50.0,network-estimate,1.0
8928308dcd3ffff,The Tides SW 2,,31.1,2.49,1625.0,routed,69.0,network-estimate,1.0
8928308dcd7ffff,The Tides SW 3,,33.6,2.69,938.0,routed,81.0,network-estimate,1.0
8928308dcdbffff,The Tides S,,36.6,2.93,962.0,routed,78.0,network-estimate,1.0
8928308dd03ffff,San Marcos Apartments W 14,,60.5,4.84,0.0,routed,102.0,approach-review,1.0
8928308dd07ffff,San Marcos Apartments W 19,,82.7,6.61,0.0,routed,304.0,approach-review,1.0
8928308dd0bffff,San Marcos Apartments W 11,,59.3,4.74,491.0,routed,63.0,network-estimate,1.0
8928308dd0fffff,San Marcos Apartments W 15,,64.0,5.12,0.0,routed,111.0,approach-review,1.0
8928308dd13ffff,San Marcos Apartments W 12,,55.9,4.47,619.0,routed,207.0,approach-review,1.0
8928308dd17ffff,San Marcos Apartments W 17,,60.2,4.82,0.0,routed,475.0,approach-review,1.0
8928308dd1bffff,San Marcos Apartments W 9,,54.9,4.39,853.0,routed,79.0,network-estimate,1.0
8928308dd23ffff,San Marcos Apartments W 26,,89.0,7.12,0.0,routed,263.0,approach-review,1.0
8928308dd27ffff,San Marcos Apartments W 32,,93.4,7.47,0.0,routed,436.0,approach-review,1.0
8928308dd2bffff,San Marcos Apartments NW 16,,88.8,7.1,0.0,routed,246.0,approach-review,1.0
8928308dd2fffff,San Marcos Apartments NW 20,,92.9,7.43,0.0,routed,39.0,network-estimate,1.0
8928308dd33ffff,San Marcos Apartments W 25,,87.4,6.99,0.0,routed,426.0,approach-review,1.0
8928308dd37ffff,San Marcos Apartments W 31,,93.0,7.44,0.0,routed,585.0,approach-review,1.0
8928308dd3bffff,San Marcos Apartments W 20,,84.1,6.73,0.0,routed,119.0,approach-review,1.0
8928308dd43ffff,San Marcos Apartments NW 4,,68.5,5.48,841.0,routed,117.0,approach-review,1.0
8928308dd47ffff,San Marcos Apartments NW 7,,72.2,5.77,712.0,routed,63.0,network-estimate,1.0
8928308dd4bffff,San Marcos Apartments NW 3,,65.9,5.27,1050.0,routed,90.0,network-estimate,1.0
8928308dd4fffff,San Marcos Apartments NW 6,,69.8,5.59,980.0,routed,99.0,network-estimate,1.0
8928308dd53ffff,San Marcos Apartments W 4,,59.0,4.72,150.0,routed,294.0,approach-review,1.0
8928308dd57ffff,San Marcos Apartments W 7,,61.2,4.9,37.0,routed,308.0,approach-review,1.0
8928308dd5bffff,San Marcos Apartments NW 2,,59.4,4.76,1260.0,routed,16.0,network-estimate,1.0
8928308dd63ffff,San Marcos Apartments NW 12,,74.3,5.94,391.0,routed,125.0,approach-review,1.0
8928308dd67ffff,San Marcos Apartments NW 15,,90.0,7.2,0.0,routed,157.0,approach-review,1.0
8928308dd6bffff,San Marcos Apartments NW 11,,75.2,6.01,0.0,routed,99.0,network-estimate,1.0
8928308dd6fffff,San Marcos Apartments NW 14,,76.7,6.14,0.0,routed,271.0,approach-review,1.0
8928308dd73ffff,San Marcos Apartments NW 10,,64.2,5.14,0.0,routed,249.0,approach-review,1.0
8928308dd77ffff,San Marcos Apartments NW 13,,75.8,6.06,0.0,routed,204.0,approach-review,1.0
8928308dd7bffff,San Marcos Apartments NW 9,,68.9,5.51,833.0,routed,24.0,network-estimate,1.0
8928308dd83ffff,San Marcos Apartments W 18,,50.6,4.05,0.0,routed,387.0,approach-review,1.0
8928308dd87ffff,San Marcos Apartments W 22,,60.5,4.84,0.0,routed,432.0,approach-review,1.0
8928308dd8bffff,San Marcos Apartments W 13,,51.1,4.09,966.0,routed,282.0,approach-review,1.0
8928308dd8fffff,San Marcos Apartments W 16,,55.8,4.47,0.0,routed,414.0,approach-review,1.0
8928308dd93ffff,San Marcos Apartments SW 13,,48.7,3.9,0.0,routed,258.0,approach-review,1.0
8928308dd97ffff,San Marcos Apartments W 24,,56.3,4.51,37.0,routed,181.0,approach-review,1.0
8928308dd9bffff,San Marcos Apartments SW 11,,47.0,3.76,344.0,routed,94.0,network-estimate,1.0
8928308dda3ffff,San Marcos Apartments W 28,,67.9,5.43,0.0,routed,902.0,approach-review,1.0
8928308dda7ffff,San Marcos Apartments W 34,,70.6,5.65,0.0,routed,1050.0,approach-review,1.0
8928308ddabffff,San Marcos Apartments W 23,,72.0,5.76,0.0,routed,626.0,approach-review,1.0
8928308ddafffff,San Marcos Apartments W 30,,77.0,6.16,0.0,routed,650.0,approach-review,1.0
8928308ddb3ffff,San Marcos Apartments W 27,,63.5,5.08,0.0,routed,548.0,approach-review,1.0
8928308ddb7ffff,San Marcos Apartments W 33,,66.0,5.28,0.0,routed,865.0,approach-review,1.0
8928308ddbbffff,San Marcos Apartments W 21,,61.3,4.9,0.0,routed,697.0,approach-review,1.0
8928308ddc3ffff,San Marcos Apartments W 6,,51.1,4.09,560.0,routed,41.0,network-estimate,1.0
8928308ddc7ffff,San Marcos Apartments W 8,,50.8,4.06,1816.0,routed,119.0,approach-review,1.0
8928308ddcbffff,San Marcos Apartments W 3,,55.3,4.43,0.0,routed,280.0,approach-review,1.0
8928308ddcfffff,San Marcos Apartments W 5,,54.7,4.38,72.0,routed,271.0,approach-review,1.0
8928308ddd3ffff,San Marcos Apartments SW 6,,48.4,3.87,772.0,routed,110.0,approach-review,1.0
8928308ddd7ffff,San Marcos Apartments W 10,,46.7,3.74,1995.0,routed,70.0,network-estimate,1.0
8928308dddbffff,San Marcos Apartments SW 4,,52.0,4.16,1101.0,routed,212.0,approach-review,1.0
8928308de03ffff,Vue at 3600 Apartments NE 6,,31.4,2.51,1515.0,routed,196.0,approach-review,1.0
8928308de07ffff,Tara Hills Mobile Manor E 5,,35.0,2.8,1220.0,routed,87.0,network-estimate,1.0
8928308de0bffff,Pacific Crest S 4,,25.8,2.07,716.0,routed,37.0,network-estimate,1.0
8928308de0fffff,Pacific Crest S 3,,31.3,2.5,1618.0,routed,180.0,approach-review,1.0
8928308de13ffff,Vue at 3600 Apartments NE 5,,29.2,2.34,867.0,routed,45.0,network-estimate,1.0
8928308de17ffff,Vue at 3600 Apartments NE 4,,36.0,2.88,1174.0,routed,125.0,approach-review,1.0
8928308de1bffff,Pinole S 6,,29.7,2.37,33.0,routed,104.0,approach-review,1.0
8928308de23ffff,Tara Hills Mobile Manor E 3,,32.4,2.59,1438.0,routed,60.0,network-estimate,1.0
8928308de27ffff,Tara Hills Mobile Manor NE 2,,34.3,2.75,1480.0,routed,85.0,network-estimate,1.0
8928308de2bffff,Villas At Harbor Pointe SW 2,,28.4,2.27,864.0,routed,71.0,network-estimate,1.0
8928308de2fffff,Tara Hills Mobile Manor NE 4,,30.2,2.41,502.0,routed,83.0,network-estimate,1.0
8928308de33ffff,Tara Hills Mobile Manor E 4,,35.2,2.81,1573.0,routed,61.0,network-estimate,1.0
8928308de37ffff,Tara Hills Mobile Manor E 2,,38.0,3.04,1573.0,routed,137.0,approach-review,1.0
8928308de3bffff,Villas At Harbor Pointe SW 3,,29.2,2.33,778.0,routed,123.0,approach-review,1.0
8928308de43ffff,Pinole S 3,,17.7,1.41,953.0,routed,213.0,approach-review,1.0
8928308de47ffff,Pinole S 2,,20.1,1.6,835.0,routed,56.0,network-estimate,1.0
8928308de4bffff,Pinole SE 2,,12.2,0.98,1541.0,routed,80.0,network-estimate,1.0
8928308de4fffff,Pinole S,,14.0,1.12,994.0,routed,142.0,approach-review,1.0
8928308de53ffff,Pinole S 5,,16.4,1.31,553.0,routed,232.0,approach-review,1.0
8928308de57ffff,Pinole S 4,,23.1,1.85,1505.0,routed,29.0,network-estimate,1.0
8928308de5bffff,Pinole SE 5,,16.4,1.31,486.0,routed,231.0,approach-review,1.0
8928308de63ffff,Pacific Crest S,,19.4,1.55,1533.0,routed,93.0,network-estimate,1.0
8928308de67ffff,Villas At Harbor Pointe SW,,22.5,1.8,1008.0,routed,87.0,network-estimate,1.0
8928308de6bffff,Pacific Crest SE,,14.2,1.14,973.0,routed,45.0,network-estimate,1.0
8928308de6fffff,Pacific Crest,,19.5,1.56,691.0,routed,64.0,network-estimate,1.0
8928308de73ffff,Pacific Crest S 2,,22.2,1.77,894.0,routed,200.0,approach-review,1.0
8928308de77ffff,Pacific Crest SW,,24.2,1.94,1126.0,routed,176.0,approach-review,1.0
8928308de7bffff,Pinole SW,,15.9,1.27,1313.0,routed,165.0,approach-review,1.0
8928308de83ffff,Vue at 3600 Apartments E 2,,36.8,2.94,528.0,routed,60.0,network-estimate,1.0
8928308de87ffff,Vue at 3600 Apartments E,,38.7,3.1,379.0,routed,203.0,approach-review,1.0
8928308de8bffff,Vue at 3600 Apartments E 4,,33.6,2.69,841.0,routed,94.0,network-estimate,1.0
8928308de8fffff,Vue at 3600 Apartments E 3,,33.9,2.71,695.0,routed,64.0,network-estimate,1.0
8928308de93ffff,Vue at 3600 Apartments SE 2,,35.9,2.87,1682.0,routed,50.0,network-estimate,1.0
8928308de97ffff,Vue at 3600 Apartments SE,,39.2,3.14,539.0,routed,118.0,approach-review,1.0
8928308de9bffff,Vue at 3600 Apartments E 5,,35.1,2.81,1296.0,routed,103.0,approach-review,1.0
8928308dea3ffff,Bella Vista at Hilltop NE 2,,44.3,3.54,1427.0,routed,176.0,approach-review,1.0
8928308dea7ffff,Bella Vista at Hilltop N 2,,47.7,3.81,962.0,routed,103.0,approach-review,1.0
8928308deabffff,Vue at 3600 Apartments NE 3,,39.4,3.15,1480.0,routed,121.0,approach-review,1.0
8928308deafffff,Tara Hills Mobile Manor SE 2,,40.2,3.21,1603.0,routed,128.0,approach-review,1.0
8928308deb3ffff,Vue at 3600 Apartments NE,,46.0,3.68,1343.0,routed,178.0,approach-review,1.0
8928308deb7ffff,Bella Vista at Hilltop NE,,49.6,3.97,1269.0,routed,148.0,approach-review,1.0
8928308debbffff,Vue at 3600 Apartments NE 2,,41.0,3.28,1322.0,routed,145.0,approach-review,1.0
8928308dec3ffff,El Sobrante N 8,,26.0,2.08,384.0,routed,88.0,network-estimate,1.0
8928308dec7ffff,Vue at 3600 Apartments E 7,,26.0,2.08,752.0,routed,43.0,network-estimate,1.0
8928308decbffff,El Sobrante N 9,,21.6,1.73,991.0,routed,16.0,network-estimate,1.0
8928308decfffff,Pinole S 8,,20.6,1.65,1601.0,routed,47.0,network-estimate,1.0
8928308ded3ffff,El Sobrante NW 4,,29.9,2.39,1347.0,routed,118.0,approach-review,1.0
8928308ded7ffff,Vue at 3600 Apartments E 6,,35.1,2.8,1609.0,routed,57.0,network-estimate,1.0
8928308dedbffff,El Sobrante N 5,,27.4,2.19,299.0,routed,140.0,approach-review,1.0
8928308e003ffff,Waterline S 20,,68.1,5.45,0.0,routed,1949.0,approach-review,1.0
8928308e007ffff,Waterline S 18,,66.3,5.3,0.0,routed,1927.0,approach-review,0.943
8928308e00bffff,Waterline S 15,,64.5,5.16,0.0,routed,1661.0,approach-review,1.0
8928308e00fffff,Waterline S 14,,64.2,5.13,0.0,routed,1619.0,approach-review,1.0
8928308e013ffff,Waterline S 25,,72.2,5.78,0.0,routed,2277.0,approach-review,0.596
8928308e017ffff,Waterline S 23,,72.0,5.76,0.0,routed,2246.0,approach-review,0.216
8928308e01bffff,Waterline S 21,,68.8,5.5,0.0,routed,2016.0,approach-review,1.0
8928308e023ffff,Waterline SW 12,,48.1,3.85,0.0,routed,1654.0,approach-review,1.0
8928308e027ffff,Waterline SW 13,,45.7,3.66,0.0,routed,1565.0,approach-review,0.956
8928308e02bffff,Waterline S 8,,48.3,3.86,0.0,routed,1353.0,approach-review,1.0
8928308e02fffff,Waterline SW 9,,43.8,3.5,0.0,routed,1308.0,approach-review,1.0
8928308e033ffff,Waterline S 16,,55.2,4.41,0.0,routed,1904.0,approach-review,0.616
8928308e037ffff,Waterline SW 17,,50.1,4.01,0.0,routed,1919.0,approach-review,0.233
8928308e03bffff,Waterline S 12,,58.4,4.67,0.0,routed,1614.0,approach-review,1.0
8928308e043ffff,Waterline S 17,,63.3,5.07,0.0,routed,1582.0,approach-review,1.0
8928308e047ffff,Waterline S 13,,61.4,4.91,0.0,routed,1423.0,approach-review,1.0
8928308e04bffff,Waterline SE 11,,61.6,4.93,0.0,routed,1378.0,approach-review,1.0
8928308e04fffff,Waterline SE 9,,58.9,4.71,0.0,routed,1230.0,approach-review,1.0
8928308e053ffff,Waterline S 22,,67.7,5.42,0.0,routed,1935.0,approach-review,1.0
8928308e057ffff,Waterline S 19,,65.8,5.26,0.0,routed,1775.0,approach-review,1.0
8928308e05bffff,Waterline SE 14,,66.0,5.28,0.0,routed,1765.0,approach-review,1.0
8928308e063ffff,Waterline S 7,,56.3,4.51,0.0,routed,992.0,approach-review,1.0
8928308e067ffff,Waterline S 5,,54.5,4.36,0.0,routed,985.0,approach-review,1.0
8928308e06bffff,Waterline S 6,,52.6,4.21,0.0,routed,725.0,approach-review,1.0
8928308e06fffff,Waterline S 4,,50.7,4.06,0.0,routed,685.0,approach-review,1.0
8928308e073ffff,Waterline S 11,,60.3,4.83,0.0,routed,1326.0,approach-review,1.0
8928308e077ffff,Waterline S 10,,58.5,4.68,0.0,routed,1303.0,approach-review,1.0
8928308e07bffff,Waterline S 9,,57.0,4.56,0.0,routed,1073.0,approach-review,1.0
8928308e0c7ffff,Waterline S 26,,73.1,5.85,0.0,routed,2362.0,approach-review,0.534
8928308e0cbffff,Waterline S 27,,72.2,5.77,0.0,routed,2287.0,approach-review,0.154
8928308e0cfffff,Waterline S 24,,70.2,5.61,0.0,routed,2128.0,approach-review,0.891
8928308e10bffff,Waterline SW 18,,42.8,3.42,0.0,routed,1241.0,approach-review,0.001
8928308e12bffff,Waterline W 20,,44.2,3.54,0.0,routed,1354.0,approach-review,0.001
8928308e143ffff,Waterline SW 11,,39.8,3.19,0.0,routed,1004.0,approach-review,1.0
8928308e147ffff,Waterline SW 15,,38.8,3.11,0.0,routed,922.0,approach-review,0.968
8928308e14bffff,Waterline SW 8,,36.9,2.95,0.0,routed,858.0,approach-review,1.0
8928308e14fffff,Waterline W 9,,35.4,2.83,0.0,routed,652.0,approach-review,1.0
8928308e153ffff,Waterline SW 14,,44.2,3.53,0.0,routed,1501.0,approach-review,0.636
8928308e157ffff,Waterline SW 16,,43.0,3.44,0.0,routed,1253.0,approach-review,0.251
8928308e15bffff,Waterline SW 10,,41.3,3.3,0.0,routed,1211.0,approach-review,1.0
8928308e163ffff,Waterline W 15,,36.8,2.95,0.0,routed,762.0,approach-review,1.0
8928308e167ffff,Waterline W 17,,39.9,3.19,0.0,routed,1011.0,approach-review,0.972
8928308e16bffff,Waterline W 11,,32.3,2.59,0.0,routed,403.0,approach-review,1.0
8928308e16fffff,Waterline W 14,,35.9,2.87,0.0,routed,690.0,approach-review,1.0
8928308e173ffff,Waterline W 16,,39.4,3.15,0.0,routed,967.0,approach-review,0.656
8928308e177ffff,Waterline W 18,,41.3,3.31,0.0,routed,1124.0,approach-review,0.264
8928308e17bffff,Waterline W 13,,35.0,2.8,0.0,routed,617.0,approach-review,1.0
8928308e203ffff,Marina Bay S 8,,42.9,3.43,0.0,routed,702.0,approach-review,1.0
8928308e207ffff,Marina Bay SW 7,,43.1,3.45,0.0,routed,697.0,approach-review,1.0
8928308e20bffff,Marina Bay S 6,,35.7,2.86,0.0,routed,470.0,approach-review,1.0
8928308e20fffff,Marina Bay SW 5,,38.8,3.1,0.0,routed,374.0,approach-review,1.0
8928308e213ffff,Marina Bay S 12,,47.2,3.77,0.0,routed,1047.0,approach-review,1.0
8928308e217ffff,Marina Bay SW 8,,46.8,3.75,0.0,routed,973.0,approach-review,1.0
8928308e21bffff,Marina Bay S 10,,39.9,3.19,0.0,routed,837.0,approach-review,1.0
8928308e223ffff,Waterline E 7,,45.3,3.62,0.0,routed,236.0,approach-review,1.0
8928308e227ffff,Waterline E 4,,40.5,3.24,0.0,routed,150.0,approach-review,1.0
8928308e22bffff,Marina Bay SW 4,,39.2,3.13,130.0,routed,117.0,approach-review,1.0
8928308e22fffff,Rows/Places at NOMA SW 5,,41.4,3.31,369.0,routed,27.0,network-estimate,1.0
8928308e233ffff,Waterline E 8,,48.5,3.88,0.0,routed,478.0,approach-review,1.0
8928308e237ffff,Waterline E 6,,44.3,3.54,0.0,routed,138.0,approach-review,1.0
8928308e23bffff,Marina Bay SW 6,,40.5,3.24,0.0,routed,428.0,approach-review,1.0
8928308e243ffff,Marina Bay S 5,,30.9,2.47,0.0,routed,489.0,approach-review,1.0
8928308e247ffff,Marina Bay S 4,,30.6,2.45,0.0,routed,293.0,approach-review,1.0
8928308e24bffff,Marina Bay SE 4,,29.7,2.37,0.0,routed,426.0,approach-review,1.0
8928308e24fffff,Marina Bay SE 2,,26.4,2.11,352.0,routed,162.0,approach-review,1.0
8928308e253ffff,Marina Bay S 9,,35.3,2.83,0.0,routed,821.0,approach-review,1.0
8928308e257ffff,Marina Bay S 7,,34.9,2.8,0.0,routed,639.0,approach-review,1.0
8928308e25bffff,Marina Bay SE 6,,33.5,2.68,0.0,routed,731.0,approach-review,1.0
8928308e263ffff,Marina Bay SW,,31.0,2.48,483.0,routed,205.0,approach-review,1.0
8928308e267ffff,Marina Bay SW 2,,39.3,3.14,0.0,routed,245.0,approach-review,1.0
8928308e26bffff,Marina Bay S,,19.8,1.59,791.0,routed,84.0,network-estimate,1.0
8928308e26fffff,Marina Bay W,,23.4,1.87,12.0,routed,175.0,approach-review,1.0
8928308e273ffff,Marina Bay S 3,,32.3,2.58,268.0,routed,167.0,approach-review,1.0
8928308e277ffff,Marina Bay SW 3,,35.8,2.86,0.0,routed,127.0,approach-review,1.0
8928308e27bffff,Marina Bay S 2,,26.6,2.12,1563.0,routed,63.0,network-estimate,1.0
8928308e283ffff,Waterline SE 15,,63.3,5.07,0.0,routed,1514.0,approach-review,1.0
8928308e287ffff,Waterline SE 12,,60.0,4.8,0.0,routed,1245.0,approach-review,1.0
8928308e28bffff,Marina Bay S 17,,51.5,4.12,0.0,routed,1392.0,approach-review,1.0
8928308e28fffff,Brooks Island Regional Preserve,,59.5,4.76,0.0,routed,1211.0,approach-review,1.0
8928308e293ffff,Waterline SE 17,,67.3,5.39,0.0,routed,1836.0,approach-review,1.0
8928308e297ffff,Waterline SE 13,,64.2,5.14,0.0,routed,1585.0,approach-review,1.0
8928308e29bffff,Marina Bay S 22,,55.9,4.47,0.0,routed,1743.0,approach-review,1.0
8928308e2a3ffff,Waterline SE 6,,52.8,4.22,0.0,routed,673.0,approach-review,1.0
8928308e2a7ffff,Brooks Island Regional Preserve NW,,50.2,4.02,0.0,routed,549.0,approach-review,1.0
8928308e2abffff,Waterline SE 7,,52.1,4.16,0.0,routed,613.0,approach-review,1.0
8928308e2afffff,Waterline SE 4,,48.4,3.88,0.0,routed,324.0,approach-review,1.0
8928308e2b3ffff,Waterline SE 8,,57.2,4.58,0.0,routed,1025.0,approach-review,1.0
8928308e2b7ffff,Waterline SE 5,,54.6,4.36,0.0,routed,880.0,approach-review,1.0
8928308e2bbffff,Waterline SE 10,,55.8,4.47,0.0,routed,916.0,approach-review,1.0
8928308e2c3ffff,Marina Bay S 15,,43.7,3.5,0.0,routed,1342.0,approach-review,1.0
8928308e2c7ffff,Marina Bay S 14,,44.2,3.54,0.0,routed,1186.0,approach-review,1.0
8928308e2cbffff,Marina Bay S 13,,39.8,3.18,0.0,routed,1174.0,approach-review,1.0
8928308e2cfffff,Marina Bay S 11,,39.3,3.15,0.0,routed,990.0,approach-review,1.0
8928308e2d3ffff,Marina Bay S 20,,48.2,3.85,0.0,routed,1680.0,approach-review,1.0
8928308e2d7ffff,Marina Bay S 19,,47.8,3.83,0.0,routed,1539.0,approach-review,1.0
8928308e2dbffff,Marina Bay S 18,,44.2,3.53,0.0,routed,1528.0,approach-review,1.0
8928308e303ffff,Waterline NW,,30.2,2.42,1785.0,routed,61.0,network-estimate,1.0
8928308e307ffff,Waterline NW 3,,26.1,2.09,1486.0,routed,45.0,network-estimate,1.0
8928308e30bffff,Waterline N,,30.8,2.47,176.0,routed,170.0,approach-review,1.0
8928308e30fffff,Waterline NW 2,,26.1,2.09,78.0,routed,212.0,approach-review,1.0
8928308e313ffff,Waterline SW,,33.7,2.7,458.0,routed,200.0,approach-review,1.0
8928308e317ffff,Waterline W,,29.6,2.37,425.0,routed,68.0,network-estimate,1.0
8928308e31bffff,Waterline,,35.7,2.86,2234.0,routed,81.0,network-estimate,1.0
8928308e323ffff,Point Richmond S 4,,15.5,1.24,365.0,routed,87.0,network-estimate,1.0
8928308e327ffff,Point Richmond S 3,,14.8,1.18,0.0,routed,201.0,approach-review,1.0
8928308e32bffff,Point Richmond SE 2,,18.0,1.44,0.0,routed,57.0,network-estimate,1.0
8928308e32fffff,Point Richmond S 2,,12.6,1.01,545.0,routed,53.0,network-estimate,1.0
8928308e333ffff,Waterline NW 5,,19.9,1.59,398.0,routed,54.0,network-estimate,1.0
8928308e337ffff,Waterline NW 6,,18.7,1.5,0.0,routed,146.0,approach-review,1.0
8928308e33bffff,Waterline NW 4,,19.8,1.58,0.0,routed,126.0,approach-review,1.0
8928308e343ffff,Waterline NE 3,,32.1,2.57,53.0,routed,110.0,approach-review,1.0
8928308e347ffff,Waterline NE 2,,27.6,2.2,676.0,routed,48.0,network-estimate,1.0
8928308e34bffff,Rows/Places at NOMA SW 4,,37.0,2.96,0.0,routed,200.0,approach-review,1.0
8928308e34fffff,Waterline NE 4,,29.8,2.38,0.0,routed,257.0,approach-review,1.0
8928308e353ffff,Waterline E 2,,35.4,2.83,478.0,routed,44.0,network-estimate,1.0
8928308e357ffff,Waterline NE,,33.1,2.64,571.0,routed,166.0,approach-review,1.0
8928308e35bffff,Waterline E 5,,37.6,3.01,0.0,routed,238.0,approach-review,1.0
8928308e363ffff,Waterline N 5,,20.6,1.65,960.0,routed,57.0,network-estimate,1.0
8928308e367ffff,Point Richmond SE 3,,15.6,1.25,818.0,routed,44.0,network-estimate,1.0
8928308e36bffff,Atchison Village S 7,,25.3,2.02,88.0,routed,149.0,approach-review,1.0
8928308e36fffff,Atchison Village S 5,,18.6,1.48,0.0,routed,125.0,approach-review,1.0
8928308e373ffff,Waterline N 2,,24.9,2.0,182.0,routed,103.0,approach-review,1.0
8928308e377ffff,Waterline N 3,,21.2,1.7,0.0,routed,105.0,approach-review,1.0
8928308e37bffff,Waterline N 4,,25.3,2.02,454.0,routed,142.0,approach-review,1.0
8928308e383ffff,Waterline SW 4,,38.3,3.07,0.0,routed,765.0,approach-review,1.0
8928308e387ffff,Waterline SW 5,,35.4,2.83,0.0,routed,641.0,approach-review,1.0
8928308e38bffff,Waterline SW 2,,42.6,3.41,0.0,routed,482.0,approach-review,1.0
8928308e38fffff,Waterline SW 3,,33.9,2.71,121.0,routed,412.0,approach-review,1.0
8928308e393ffff,Waterline SW 6,,43.0,3.44,0.0,routed,1069.0,approach-review,1.0
8928308e397ffff,Waterline SW 7,,39.5,3.16,0.0,routed,967.0,approach-review,1.0
8928308e39bffff,Waterline S 3,,50.8,4.06,0.0,routed,735.0,approach-review,1.0
8928308e3a3ffff,Waterline W 4,,28.0,2.24,128.0,routed,261.0,approach-review,1.0
8928308e3a7ffff,Waterline W 8,,28.5,2.28,0.0,routed,93.0,network-estimate,1.0
8928308e3abffff,Waterline W 3,,30.5,2.44,564.0,routed,54.0,network-estimate,1.0
8928308e3afffff,Waterline W 6,,24.9,1.99,277.0,routed,128.0,approach-review,1.0
8928308e3b3ffff,Waterline W 5,,32.4,2.6,0.0,routed,561.0,approach-review,1.0
8928308e3b7ffff,Waterline W 7,,31.1,2.49,0.0,routed,303.0,approach-review,1.0
8928308e3bbffff,Waterline W 2,,34.3,2.74,0.0,routed,232.0,approach-review,1.0
8928308e3c3ffff,Waterline SE,,44.7,3.58,487.0,routed,91.0,network-estimate,1.0
8928308e3c7ffff,Waterline S,,38.6,3.09,312.0,routed,164.0,approach-review,1.0
8928308e3cbffff,Waterline E 3,,40.1,3.21,448.0,routed,58.0,network-estimate,1.0
8928308e3cfffff,Waterline E,,40.4,3.23,165.0,routed,44.0,network-estimate,1.0
8928308e3d3ffff,Waterline SE 2,,48.5,3.88,0.0,routed,377.0,approach-review,1.0
8928308e3d7ffff,Waterline S 2,,46.5,3.72,0.0,routed,392.0,approach-review,1.0
8928308e3dbffff,Waterline SE 3,,46.2,3.7,51.0,routed,241.0,approach-review,1.0
8928308e627ffff,Waterline SE 18,,70.3,5.62,0.0,routed,2109.0,approach-review,0.52
8928308e62bffff,Waterline SE 19,,71.5,5.72,0.0,routed,2168.0,approach-review,0.167
8928308e62fffff,Waterline SE 16,,68.5,5.48,0.0,routed,1930.0,approach-review,0.883
8928308e667ffff,Marina Bay S 26,,56.1,4.49,0.0,routed,2087.0,approach-review,0.568
8928308e66bffff,Marina Bay S 25,,52.6,4.21,0.0,routed,2033.0,approach-review,0.211
8928308e66fffff,Marina Bay S 24,,52.2,4.18,0.0,routed,1889.0,approach-review,0.929
8928308e803ffff,Point Richmond W 46,,62.5,5.0,0.0,routed,1258.0,approach-review,1.0
8928308e807ffff,Point Richmond W 51,,66.9,5.35,0.0,routed,1604.0,approach-review,0.893
8928308e80bffff,Point Richmond W 41,,60.3,4.82,0.0,routed,1075.0,approach-review,1.0
8928308e80fffff,Point Richmond W 47,,64.6,5.17,0.0,routed,1421.0,approach-review,1.0
8928308e813ffff,Point Richmond W 45,,59.2,4.74,0.0,routed,1636.0,approach-review,0.635
